dvm_edit,address_final,address_split?,subtotal,actual00,actual01,actual02,actual03,actual04,actual05,actual06,actual07,actual08,actual09,actual10,actual11,actual12,actual13,actual14,actual15,actual16,actual17,actual18
Rockwell Gardens,2514 W Van Buren St,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockwell Gardens,2515 W Jackson Blvd,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0
Rockwell Gardens,2517 W Adams St,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0
Rockwell Gardens,340 S Wern Av,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scattered Site Housing,1639 W 56th St,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Scattered Site Housing,2620 W Potomac Av,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Scattered Site Housing,3045 W Franklin Blvd,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Scattered Site Housing,3605 W Douglas Blvd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Scattered Site Housing,442 N Whipple St,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Scattered Site Housing,443 N Albany Av,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Scattered Site Housing,4556 S Woodlawn Av,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Scattered Site Housing,5259 S Emerald Av,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Scattered Site Housing,5557 W Congress Pkwy,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Scattered Site Housing,5600 S Marshfield Av,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Scattered Site Housing,5719 S Carpenter St,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Scattered Site Housing,6238 S Hermitage Av,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3517-3519 S Federal St,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3542 S State St,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3547 S Federal St,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3615-3617 S Federal St,0,0,324,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3616 S State St,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3651 S Federal St,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3737-3739 S Federal St,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stateway Gardens,3833-3835 S Federal St,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,123-125 E 39th St,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,3909 S Indiana Av,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Washington Park,3910-3912 S Indiana Av,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,3914-3916 S Indiana Av,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,4016-4018 S Prairie Av,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,4120 S Prairie Av,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,4120 S St Lawrence Av,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,4140 S Langley Av,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,4212 S Wabash Av,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,4216 S Wabash Av,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,4220 S Wabash Av,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,4224 S Wabash Av,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,4400-4402 S St Lawrence Av,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Washington Park,4414 S Cottage Grove Av,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,4445 S Evans Av,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,4520-4522 S Champlain Av,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,4524-4526 S Champlain Av,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,4528-4530 S Champlain Av,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,560-562 E 40th St,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,600-602 E 40th St,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,606 E 40th St,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,6127-6141 S Calumet Av,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Washington Park,6145-6159 S Calumet Av,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Washington Park,6217 S Calumet Av,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0
Wentworth Gardens,234-250 W 39th St,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Wentworth Gardens,235-251 W 37th St,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Wentworth Gardens,246-250 W 38th St,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Wentworth Gardens,3718-3728 S Wentworth Av,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Wentworth Gardens,3738-3742 & 3756-3760 S Wentworth Av,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Wentworth Gardens,3757-3767 S Princeton Av,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Wentworth Gardens,3816-3820 & 3834-3838 S Wentworth Av,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Wentworth Gardens,3840-3850 S Wentworth Av,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
William Green Homes,1230 N Burling St,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0
William Green Homes,1230 N Larrabee St,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0
William Green Homes,1340 N Larrabee St,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0
William Green Homes,534 W Division St,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0
William Green Homes,624 W Division St,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0
William Green Homes,630 W Evergreen Av,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0
William Green Homes,660 W Division St,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0
William Green Homes,714 W Division St,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0
